ID,Decsription,Planned Duration,Impacted Duration,Planned Cost,Impacted Cost
N7-S1-T18B14-C-83,Dry Mix Works for Roof Floor,12,13.85,"1,324","1,528"
N7-S1-T18B14-C-84,Light Weight Concrete for Roof Floor,7,8,"254,895","291,309"
N7-S1-T18B14-C-85,Water Proofing Membrane Works for Roof Floor (Including Protection Layer),7,8,"243,148","277,883"
N7-S1-T18B14-C-86,Terrazzo&Ceramic Tiles Fixing for Roof Floor,7,8.01,"134,243","153,613"
N7-S1-T18B14-C-87,Dry Mix Works for Upper Roof,7,8,"29,876","34,144"
N7-S1-T18B14-C-88,Light Weight Concrete for Upper Roof Floor,5,5.68,"28,322","32,173"
N7-S1-T18B14-C-89,Water Proofing Membrane Works for Upper Roof Floor,5,5.67,"27,016","30,637"
N7-S1-T18B14-C-9,Backfilling Between PC Foundations,11,12.67,"83,661","96,363"
N7-S1-T18B14-C-90,Cement Screed for Upper Roof Floor,5,5.68,"52,979","60,184"
N7-S1-T18B14-C-91,Steel Ladder,5,5.66,"25,110","28,425"
N7-S1-T18B14-C-92,Marble Wall Cladding for Main Entrance,18,21.21,"109,764","129,338"
N7-S1-T18B14-C-93,MDF Oak Veneer Wooden Cladding & Mail Boxes,12,13.84,"87,575","101,003"
N7-S1-T18B14-C-94,Marble Flooring & Skirting for Main Entrance & Entrance Lobby,18,21.24,"118,714","140,082"
N7-S1-T18B14-C-95,Curbstone For Parking Area,21,24.33,"42,414","49,140"
N7-S1-T18B14-C-96,First Coat - Left Stair,16,18.53,"13,964","16,172"
N7-S1-T18B14-C-97,Final Coat & Touch ups - Left Stair,12,13.86,"17,427","20,128"
N7-S1-T18B14-C-98,Left Stair Handrail,15,17.32,"32,150","37,123"
N7-S1-T18B14-C-99,Marble Works for Left Stair Case,16,18.48,"73,391","84,767"
N7-S1-T18B14-EAP100,GROUND FLOOR COLUMNS-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP101,FIRST FLOOR COLUMNS-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP102,SECOND FLOOR COLUMNS-SHOP DRAWING APPROVAL,7,8.02,0,0
N7-S1-T18B14-EAP103,THIRD FLOOR COLUMNS-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP104,ROOF FLOOR COLUMNS-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP105,PC FOUNDATION (CD)-SHOP DRAWING APPROVAL,7,7.98,0,0
N7-S1-T18B14-EAP106,RC FOUNDATION (CD)-SHOP DRAWING APPROVAL,7,8.04,0,0
N7-S1-T18B14-EAP107,RC FOUNDATION (RFT)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP108,RETANTING WALLS & COLUMNS (CD-RFT) PROFILE-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP109,SLAB ON GRADE SOG-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP110,STAIRS BASEMENT-GROUND (CD)-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP111,STAIRS BASEMENT-GROUND (RFT)-SHOP DRAWING APPROVAL,7,8.02,0,0
N7-S1-T18B14-EAP112,GROUND FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP113,GROUND FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP114,STAIRS GROUND-FIRST (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP115,STAIRS GROUND-FIRST (RFT)-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP116,FIRST FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP117,FIRST FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP118,STAIRS FIRST-SECOND (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP119,STAIRS FIRST-SECOND (RFT)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP120,SECOND FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP121,SECOND FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,8.02,0,0
N7-S1-T18B14-EAP122,STAIRS SECOND-THIRD (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP123,STAIRS SECOND-THIRD (RFT)-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP124,THIRD FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP125,THIRD FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP126,STAIRS THIRD-ROOF (CD)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP127,STAIRS THIRD-ROOF (RFT)-SHOP DRAWING APPROVAL,7,8.04,0,0
N7-S1-T18B14-EAP128,ROOF FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP129,ROOF FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP130,BLOCK WORK UNDER S.O.G-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP131,BASEMENT FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP132,GROUND FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP133,FIRST FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP134,SECOND FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,29.03,0,0
N7-S1-T18B14-EAP135,THIRD FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP136,ROOF FLOOR BLOCK WORKS-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP137,UPPER ROOF PLAN-SHOP DRAWING APPROVAL,25,31.75,0,0
N7-S1-T18B14-EAP138,MAIN ELEVATIONS-SHOP DRAWING APPROVAL,25,37.33,0,0
N7-S1-T18B14-EAP139,SIDE ELEVATIONS-SHOP DRAWING APPROVAL,25,37.3,0,0
N7-S1-T18B14-EAP140,BASEMENT FLOOR REFLECTED CEILING-SHOP DRAWING APPROVAL,25,42.7,0,0
N7-S1-T18B14-EAP141,BASEMENT FLOORING PLAN-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP142,BASEMENT FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP143,GROUND FLOOR REFLECTED CEILING-SHOP DRAWING APPROVAL,25,31.39,0,0
N7-S1-T18B14-EAP144,GROUND FLOOR  FLOORING PLAN-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP145,GROUND FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP146,FRIST FLOOR REFLECTED CEILING-SHOP DRAWING APPROVAL,25,39.2,0,0
N7-S1-T18B14-EAP147,FIRST FLOOR  FLOORING PLAN-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP148,FIRST FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP149,SECOND FLOOR REFLECTED CEILING-SHOP DRAWING APPROVAL,25,37.92,0,0
N7-S1-T18B14-EAP150,SECOND FLOOR FLOORING PLAN-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP151,SECOND  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP152,THIRD FLOOR REFLECTED CEILING-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP153,THIRD FLOOR FLOORING PLAN-SHOP DRAWING APPROVAL,25,37.52,0,0
N7-S1-T18B14-EAP154,THIRD  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,37.6,0,0
N7-S1-T18B14-EAP155,LOWER ROOF FLOORING PLAN-SHOP DRAWING APPROVAL,25,39.67,0,0
N7-S1-T18B14-EAP156,INTERNAL GENERAL DETAILS-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP157,SECTIONS-SHOP DRAWING APPROVAL,25,37.38,0,0
N7-S1-T18B14-EAP158,WALL SECTIONS-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP159,STAIRS DETAILS 1-SHOP DRAWING APPROVAL,25,33.81,0,0
N7-S1-T18B14-EAP160,STAIRS DETAILS 2-SHOP DRAWING APPROVAL,25,33.96,0,0
N7-S1-T18B14-EAP161,EXTERIOR GENERAL DETAILS-1-SHOP DRAWING APPROVAL,25,35.78,0,0
N7-S1-T18B14-EAP162,EXTERIOR GENERAL DETAILS-2-SHOP DRAWING APPROVAL,25,35.76,0,0
N7-S1-T18B14-EAP163,ROOF  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING APPROVAL,25,39.82,0,0
N7-S1-T18B14-EAP164,LIGHTING&POWER-BASEMENT-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP165,ELECTERICAL EMBDED IN SLAB-BASEMENT-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP166,LIGHTNING AND GROUNDING-BASEMENT-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP167,CABLE ROUTING-BASEMENT-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP168,FIRE ALARM-BASEMENT-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP169,STRUCTURE CABLING-BASEMENT-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP170,IP CCTV & ACCESS CONTROL-BASEMENT-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP171,AUDIO INTERCOM RISER DIAGRAM-BASEMENT-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP172,AC-BASEMENT-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP173,FIRE FIGHTING-BASEMENT-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP174,PLUMING-DRAINAGE-UNDER SOG-SHOP DRAWING APPROVAL,7,8.04,0,0
N7-S1-T18B14-EAP175,PLUMING-WATER SUPPLY-BASEMENT-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP176,SINGLE LINE DIAGARM-SHOP DRAWING APPROVAL,25,39.89,0,0
N7-S1-T18B14-EAP177,PANEL SCHEDULE-SHOP DRAWING APPROVAL,25,39.82,0,0
N7-S1-T18B14-EAP178,IP AUDIO INTERCOM RISER DIAGRAM-SHOP DRAWING APPROVAL,25,37.3,0,0
N7-S1-T18B14-EAP179,TOILET DETAILS-SHOP DRAWING APPROVAL,25,32.48,0,0
N7-S1-T18B14-EAP180,LIGHTING&POWER-GROUND-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP181,ELECTERICAL EMBDED IN SLAB-GROUND-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP182,LIGHTNING AND GROUNDING-GROUND-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP183,STRUCTURE CABLING-GROUND-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP184,IP CCTV & ACCESS CONTROL-GROUND-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP185,AUDIO INTERCOM RISER DIAGRAM-GROUND-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP186,AC-GROUND-SHOP DRAWING APPROVAL,25,28.98,0,0
N7-S1-T18B14-EAP187,PLUMING-DRAINAGE-BASEMENT-LEVELS-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP188,PLUMING-WATER SUPPLY-GROUND-SHOP DRAWING APPROVAL,25,28.98,0,0
N7-S1-T18B14-EAP189,LIGHTING&POWER-FIRST-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP190,ELECTERICAL EMBDED IN SLAB-FIRST-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP191,STRUCTURE CABLING-FIRST-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP192,IP CCTV & ACCESS CONTROL-FIRST-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP193,AUDIO INTERCOM RISER DIAGRAM-FIRST-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP194,AC-FIRST-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP195,PLUMING-DRAINAGE-GROUND-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP196,PLUMING-WATER SUPPLY-FIRST-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP197,LIGHTING&POWER-THIRD-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP198,ELECTERICAL EMBDED IN SLAB-THIRD-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP199,STRUCTURE CABLING-THIRD-SHOP DRAWING APPROVAL,25,37.4,0,0
N7-S1-T18B14-EAP200,IP CCTV & ACCESS CONTROL-THIRD-SHOP DRAWING APPROVAL,25,37.65,0,0
N7-S1-T18B14-EAP201,AUDIO INTERCOM RISER DIAGRAM-THIRD-SHOP DRAWING APPROVAL,25,37.39,0,0
N7-S1-T18B14-EAP202,AC-SECOND-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP203,PLUMING-DRAINAGE-FIRST-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP204,PLUMING-WATER SUPPLY-SECOND-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP205,LIGHTING&POWER-ROOF-SHOP DRAWING APPROVAL,25,40.61,0,0
N7-S1-T18B14-EAP206,ELECTERICAL EMBDED IN SLAB-ROOF-SHOP DRAWING APPROVAL,7,8.01,0,0
N7-S1-T18B14-EAP207,STRUCTURE CABLING-ROOF-SHOP DRAWING APPROVAL,25,39.73,0,0
N7-S1-T18B14-EAP208,IP CCTV & ACCESS CONTROL-ROOF-SHOP DRAWING APPROVAL,25,39.7,0,0
N7-S1-T18B14-EAP209,AC-THIRD-SHOP DRAWING APPROVAL,25,37.54,0,0
N7-S1-T18B14-EAP210,PLUMING-DRAINAGE-SECOND-SHOP DRAWING APPROVAL,25,29,0,0
N7-S1-T18B14-EAP211,PLUMING-WATER SUPPLY-THIRD-SHOP DRAWING APPROVAL,25,37.41,0,0
N7-S1-T18B14-EAP212,LIGHTING&POWER-L.ROOF-SHOP DRAWING APPROVAL,25,40.75,0,0
N7-S1-T18B14-EAP213,AC-ROOF-SHOP DRAWING APPROVAL,25,39.74,0,0
N7-S1-T18B14-EAP214,PLUMING-DRAINAGE-THIRD-SHOP DRAWING APPROVAL,25,37.21,0,0
N7-S1-T18B14-EAP215,PLUMING-WATER SUPPLY-ROOF-SHOP DRAWING APPROVAL,25,40,0,0
N7-S1-T18B14-EAP216,PLUMING-DRAINAGE-ROOF-SHOP DRAWING APPROVAL,25,39.9,0,0
N7-S1-T18B14-EAP217,LIGHTING&POWER-SECOND-SHOP DRAWING APPROVAL,25,29.03,0,0
N7-S1-T18B14-EAP218,ELECTERICAL EMBDED IN SLAB-SECOND-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP219,STRUCTURE CABLING-SECOND-SHOP DRAWING APPROVAL,25,29.02,0,0
N7-S1-T18B14-EAP220,IP CCTV & ACCESS CONTROL-SECOND-SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP221,AUDIO INTERCOM RISER DIAGRAM-SECOND-SHOP DRAWING APPROVAL,25,29.03,0,0
N7-S1-T18B14-EAP222,BASEMENT FLOOR SLAB (CD)-SHOP DRAWING APPROVAL,7,7.99,0,0
N7-S1-T18B14-EAP223,BASEMENT FLOOR SLAB (RFT)-SHOP DRAWING APPROVAL,7,8,0,0
N7-S1-T18B14-EAP224,GROUND FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,29.1,0,0
N7-S1-T18B14-EAP225,FIRST FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,41.76,0,0
N7-S1-T18B14-EAP226,SECOND FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,34.35,0,0
N7-S1-T18B14-EAP227,THIRD FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,35.06,0,0
N7-S1-T18B14-EAP228,ROOF FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,40.97,0,0
N7-S1-T18B14-EAP229,BASEMENT  FLOOR WALL FINISHING -SHOP DRAWING APPROVAL,25,29.01,0,0
N7-S1-T18B14-EAP230,SUB SURFACE PIPING SYSTEM-SHOP DRAWING APPROVAL,25,28.99,0,0
N7-S1-T18B14-EAP231,DRAINAGE & FIRE & WATER SUPPLY PIPES RISERS -SHOP DRAWING APPROVAL,25,28.98,0,0
N7-S1-T18B14-EAP232,INSPECTION CHAMPER SHOP DRAWING APPROVAL,25,41.48,0,0
N7-S1-T18B14-ESB100,GROUND FLOOR COLUMNS-SHOP DRAWING SUBMITTAL,7,7.97,0,0
N7-S1-T18B14-ESB101,FIRST FLOOR COLUMNS-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T18B14-ESB102,SECOND FLOOR COLUMNS-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T18B14-ESB103,THIRD FLOOR COLUMNS-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB104,ROOF FLOOR COLUMNS-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB105,PC FOUNDATION (CD)-SHOP DRAWING SUBMITTAL,7,8.11,0,0
N7-S1-T18B14-ESB106,RC FOUNDATION (CD)-SHOP DRAWING SUBMITTAL,7,7.93,0,0
N7-S1-T18B14-ESB107,RC FOUNDATION (RFT)-SHOP DRAWING SUBMITTAL,7,8.02,0,0
N7-S1-T18B14-ESB108,RETANTING WALLS & COLUMNS (CD-RFT) PROFILE-SHOP DRAWING SUBMITTAL,7,8.02,0,0
N7-S1-T18B14-ESB109,SLAB ON GRADE SOG-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T18B14-ESB110,STAIRS BASEMENT-GROUND (CD)-SHOP DRAWING SUBMITTAL,7,8.04,0,0
N7-S1-T18B14-ESB111,STAIRS BASEMENT-GROUND (RFT)-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T18B14-ESB112,GROUND FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB113,GROUND FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB114,STAIRS GROUND-FIRST (CD)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB115,STAIRS GROUND-FIRST (RFT)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB116,FIRST FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB117,FIRST FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB118,STAIRS FIRST-SECOND (CD)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB119,STAIRS FIRST-SECOND (RFT)-SHOP DRAWING SUBMITTAL,7,8.02,0,0
N7-S1-T18B14-ESB120,SECOND FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB121,SECOND FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB122,STAIRS SECOND-THIRD (CD)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB123,STAIRS SECOND-THIRD (RFT)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB124,THIRD FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB125,THIRD FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T18B14-ESB126,STAIRS THIRD-ROOF (CD)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB127,STAIRS THIRD-ROOF (RFT)-SHOP DRAWING SUBMITTAL,7,7.98,0,0
N7-S1-T18B14-ESB128,ROOF FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T18B14-ESB129,ROOF FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T18B14-ESB130,BLOCK WORK UNDER S.O.G-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T18B14-ESB131,BASEMENT FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T18B14-ESB132,GROUND FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB133,FIRST FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T18B14-ESB134,SECOND FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB135,THIRD FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T18B14-ESB136,ROOF FLOOR BLOCK WORKS-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB137,UPPER ROOF PLAN-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB138,MAIN ELEVATIONS-SHOP DRAWING SUBMITTAL,25,29.08,0,0
N7-S1-T18B14-ESB139,SIDE ELEVATIONS-SHOP DRAWING SUBMITTAL,25,29.07,0,0
N7-S1-T18B14-ESB140,BASEMENT FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,33.69,0,0
N7-S1-T18B14-ESB141,BASEMENT FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T18B14-ESB142,BASEMENT FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB143,GROUND FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,42.73,0,0
N7-S1-T18B14-ESB144,GROUND FLOOR  FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB145,GROUND FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB146,FRIST FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,29.93,0,0
N7-S1-T18B14-ESB147,FIRST FLOOR  FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T18B14-ESB148,FIRST FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB149,SECOND FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,41.15,0,0
N7-S1-T18B14-ESB150,SECOND FLOOR FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB151,SECOND  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB152,THIRD FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,35.89,0,0
N7-S1-T18B14-ESB153,THIRD FLOOR FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,29.12,0,0
N7-S1-T18B14-ESB154,THIRD  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,29.05,0,0
N7-S1-T18B14-ESB155,LOWER ROOF FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,40.12,0,0
N7-S1-T18B14-ESB156,INTERNAL GENERAL DETAILS-SHOP DRAWING SUBMITTAL,25,35.88,0,0
N7-S1-T18B14-ESB157,ROOF  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,40.27,0,0
N7-S1-T18B14-ESB158,SECTIONS-SHOP DRAWING SUBMITTAL,25,29.07,0,0
N7-S1-T18B14-ESB159,WALL SECTIONS-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB160,STAIRS DETAILS 1-SHOP DRAWING SUBMITTAL,25,33.52,0,0
N7-S1-T18B14-ESB161,STAIRS DETAILS 2-SHOP DRAWING SUBMITTAL,25,33.51,0,0
N7-S1-T18B14-ESB162,EXTERIOR GENERAL DETAILS-1-SHOP DRAWING SUBMITTAL,25,31.59,0,0
N7-S1-T18B14-ESB163,EXTERIOR GENERAL DETAILS-2-SHOP DRAWING SUBMITTAL,25,31.57,0,0
N7-S1-T18B14-ESB164,LIGHTING&POWER-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB165,ELECTERICAL EMBDED IN SLAB-BASEMENT-SHOP DRAWING SUBMITTAL,7,7.97,0,0
N7-S1-T18B14-ESB166,LIGHTNING AND GROUNDING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T18B14-ESB167,CABLE ROUTING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T18B14-ESB168,FIRE ALARM-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T18B14-ESB169,STRUCTURE CABLING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T18B14-ESB170,IP CCTV & ACCESS CONTROL-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T18B14-ESB171,AUDIO INTERCOM RISER DIAGRAM-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB172,AC-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB173,FIRE FIGHTING-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T18B14-ESB174,PLUMING-DRAINAGE-UNDER SOG-SHOP DRAWING SUBMITTAL,7,7.95,0,0
N7-S1-T18B14-ESB175,PLUMING-WATER SUPPLY-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T18B14-ESB176,SINGLE LINE DIAGARM-SHOP DRAWING SUBMITTAL,25,40.2,0,0
N7-S1-T18B14-ESB177,PANEL SCHEDULE-SHOP DRAWING SUBMITTAL,25,40.49,0,0
N7-S1-T18B14-ESB178,IP AUDIO INTERCOM RISER DIAGRAM-SHOP DRAWING SUBMITTAL,25,29.09,0,0
N7-S1-T18B14-ESB179,TOILET DETAILS-SHOP DRAWING SUBMITTAL,25,42.77,0,0
